"","x"
"2499",4
"2500",1
"2501",1
"2502",1
"2503",1
"2504",0
"2505",0
"2506",1
"2507",1
"2508",1
"2509",1
"2510",4
"2511",1
"2512",0
"2513",1
"2514",0
"2515",1
"2516",0
"2517",1
"2518",1
"2519",4
"2520",1
"2521",1
"2522",0
"2523",0
"2524",0
"2525",4
"2526",4
"2527",0
"2528",1
"2529",0
"2530",1
"2531",1
"2532",4
"2533",1
"2534",1
"2535",1
"2536",4
"2537",0
"2538",0
"2539",1
"2540",4
"2541",1
"2542",0
"2543",1
"2544",0
"2545",0
"2546",0
"2547",0
"2548",0
"2549",1
"2550",0
"2551",0
"2552",0
"2553",0
"2554",4
"2555",0
"2556",0
"2557",1
"2558",1
"2559",1
"2560",1
"2561",0
"2562",1
"2563",0
"2564",1
"2565",0
"2566",4
"2567",4
"2568",1
"2569",4
"2570",4
"2571",1
"2572",4
"2573",4
"2574",4
"2575",4
"2576",1
"2577",1
"2578",4
"2579",0
"2580",0
"2581",1
"2582",4
"2583",0
"2584",0
"2585",0
"2586",4
"2587",0
"2588",1
"2589",1
"2590",1
"2591",0
"2592",0
"2593",0
"2594",1
"2595",1
"2596",0
"2597",0
"2598",4
"2599",0
"2600",0
"2601",1
"2602",1
"2603",1
"2604",1
"2605",4
"2606",1
"2607",1
"2608",4
"2609",1
"2610",1
"2611",1
"2612",1
"2613",1
"2614",0
"2615",0
"2616",1
"2617",4
"2618",0
"2619",0
"2620",0
"2621",1
"2622",1
"2623",4
"2624",0
"2625",0
"2626",4
"2627",0
"2628",0
"2629",1
"2630",4
"2631",4
"2632",0
"2633",1
"2634",1
"2635",4
"2636",0
"2637",4
"2638",0
"2639",1
"2640",4
"2641",1
"2642",4
"2643",1
"2644",1
"2645",0
"2646",1
"2647",0
"2648",4
"2649",1
"2650",1
"2651",1
"2652",4
"2653",4
"2654",0
"2655",0
"2656",0
"2657",0
"2658",4
"2659",0
"2660",0
"2661",4
"2662",1
"2663",0
"2664",1
"2665",0
"2666",4
"2667",1
"2668",0
"2669",1
"2670",0
"2671",4
"2672",1
"2673",0
"2674",1
"2675",1
"2676",4
"2677",1
"2678",0
"2679",4
"2680",1
"2681",4
"2682",0
"2683",0
"2684",0
"2685",1
"2686",0
"2687",0
"2688",0
"2689",0
"2690",0
"2691",0
"2692",0
"2693",0
"2694",0
"2695",1
"2696",1
"2697",1
"2698",1
"2699",0
"2700",0
"2701",1
"2702",1
"2703",0
"2704",1
"2705",1
"2706",0
"2707",0
"2708",0
"2709",0
"2710",1
"2711",0
"2712",1
"2713",1
"2714",1
"2715",1
"2716",4
"2717",1
"2718",1
"2719",1
"2720",4
"2721",0
"2722",1
"2723",0
"2724",4
"2725",0
"2726",1
"2727",0
"2728",0
"2729",4
"2730",0
"2731",1
"2732",4
"2733",0
"2734",1
"2735",0
"2736",4
"2737",4
"2738",0
"2739",0
"2740",1
"2741",0
"2742",0
"2743",1
"2744",4
"2745",1
"2746",4
"2747",0
"2748",0
"2749",4
"2750",1
"2751",1
"2752",1
"2753",4
"2754",0
"2755",0
"2756",0
"2757",0
"2758",0
"2759",0
"2760",0
"2761",0
"2762",0
"2763",1
"2764",0
"2765",0
"2766",0
"2767",0
"2768",4
"2769",0
"2770",0
"2771",0
"2772",0
"2773",1
"2774",4
"2775",0
"2776",4
"2777",0
"2778",1
"2779",0
"2780",4
"2781",1
"2782",1
"2783",4
"2784",4
"2785",0
"2786",1
"2787",0
"2788",4
"2789",0
"2790",1
"2791",4
"2792",1
"2793",4
"2794",1
"2795",1
"2796",4
"2797",1
"2798",1
"2799",1
"2800",0
"2801",0
"2802",4
"2803",4
"2804",1
"2805",0
"2806",4
"2807",0
"2808",1
"2809",4
"2810",0
"2811",4
"2812",0
"2813",4
"2814",0
"2815",0
"2816",1
"2817",1
"2818",0
"2819",1
"2820",0
"2821",0
"2822",1
"2823",0
"2824",1
"2825",0
"2826",4
"2827",0
"2828",1
"2829",4
"2830",0
"2831",1
"2832",0
"2833",1
"2834",0
"2835",4
"2836",0
"2837",4
"2838",4
"2839",0
"2840",4
"2841",0
"2842",0
"2843",0
"2844",0
"2845",0
"2846",0
"2847",0
"2848",1
"2849",1
"2850",0
"2851",1
